Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
"INTERSALT, Harare",Publicly Available,ZWE,1985,Biomarker,Subnational,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101217,101217
DHS VI Special,Publicly Available,AFG,2010,DHS Questionnaire,National,,,,,,,No,https://www.dhsprogram.com/what-we-do/survey/survey-display-348.cfm,6045,1
Demographic and Health Survey Angola 2006-2007,Publicly Available,AGO,2006,Biomarker,National,,,,,,,No,https://www.dhsprogram.com/data/dataset/angola_mis_2006.cfm,5075,1
Global Student Based Student Health Survey 2009,Publicly Available,AIA,2009,FFQ,National,937,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,https://www.who.int/ncds/surveillance/gshs/anguilla/en/,5076,1
Living Standards Measurement Survey,Publicly Available,ALB,2005,Other,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/64,5851,1
Living Standards Measurement Survey,Publicly Available,ALB,2002,Other,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/86,5852,1
Primer estudio sobre el estado nutricional y los hÃ¡bitos alimentarios de la poblaciÃ³n adulta de Rosario,Available for Download,ARG,2012,Single Recall,Local,1200,,,,,,No,,164,1
SABE,Publicly Available,ARG,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/export,6047,1
,Private,ARG,,Single Recall,National,,,,,,,No,,20,
Demographic and Health Survey Armenia 2010,Publicly Available,ARM,2010,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-354.cfm,5910,1
Demographic and Health Survey Armenia 2000,Publicly Available,ARM,2000,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-203.cfm,5908,1
American Samoa NCD Risk Factors STEPS Report,,ASM,2004,FFQ,National,1000,25,64,,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,No,,100004,100246
American Samoa 1990 24 hr recall diet estimates,Private,ASM,1990,Single Recall,National,250,25,55,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium,,No,,100003,100072
ANCNPAS,Publicly Available,AUS,2007,Multiple Recall,National,,,,,,,No,,6036,1
,Private,AUT,,,National,,,,,,,No,,109,
,Private,AUT,,,National,,,,,,,No,,311,
Survey of Living Conditions,Publicly Available,AZE,1995,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/azerbaijan-survey-living-conditions-1995,5989,1
Belgian National Food Consumption Survey,Private,BEL,2004,Multiple Recall,National,1000,16,64,,,,No,,100019,100093
Benin Small Farmer Survey 1998,Publicly Available,BEN,1998,,9 MISSING,,,,,,,No,https://old.datahub.io/dataset/benin-small-farmer-1998,6013,1
EnquÃªte Multisectorielle Continue_LSMS,Publicly Available,BFA,2014,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2538,5866,1
,,BGD,2015,Single Recall,National,,,,Male|Female,,In progress,No,,8001,1
"Food intake practice, knowledge and health risk: A case of the use of cooking oil",,BGD,2014,FFQ,Local,,,,,,,No,,207,1
BIHS,Publicly Available,BGD,2011,Single Recall,National,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/108,6042,1
,Available for Download,BGD,2011,Single Recall,National,22173,0,120,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin C|Vitamin D|Vitamin E|Zinc,Harmonized,No,,5006,1
Bangladesh SHAHAR Dinajpur Survey,Publicly Available,BGD,2002,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/17082,6017,1
Bangladesh SHAHAR 2000,Publicly Available,BGD,2000,,9 MISSING,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=hdl:1902.1/17608,6022,1
The Health Effects of As Longitudinal Study (HEALS),Private,BGD,2000,FFQ,Local,1000,17,75,,,,No,,100013,100017
Bangladesh Commercial Vegetable and Polyculture Survey,Publicly Available,BGD,1996,,9 MISSING,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/29,6023,1
Rural Finance and Food Security Study,Publicly Available,BGD,1994,,9 MISSING,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/82,6016,1
,Private,BGD,,Single Recall,National,,,,,,,No,,199,
Multitopic Household Survey,Publicly Available,BGR,2007,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2273,5865,1
,Available for Download,BGR,2007,,National,1723,0,4.9000001,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,Harmonized,No,,8031,1
Multitopic Household Survey,Publicly Available,BGR,2003,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bulgaria-multitopic-household-survey-2003,5864,1
Integrated Household Survey,Publicly Available,BGR,2001,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bulgaria-integrated-household-survey-2001,5863,1
Integrated Household Survey,Publicly Available,BGR,1997,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bulgaria-integrated-household-survey-1997,5862,1
Integrated Household Survey,Publicly Available,BGR,1995,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bulgaria-integrated-household-survey-1995,5861,1
Living in Bosnia and Herzegovina Survey,Publicly Available,BIH,2004,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bosnia-and-herzegovina-living-standards-measurement-survey-2004-wave-4-panel,5860,1
Living in Bosnia and Herzegovina Survey,Publicly Available,BIH,2003,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bosnia-and-herzegovina-living-standards-measurement-survey-2003-wave-3-panel,5859,1
Living in Bosnia and Herzegovina Survey,Publicly Available,BIH,2002,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/bosnia-and-herzegovina-living-standards-measurement-survey-2002-wave-2-panel,5858,1
Living Standards Measurement Survey,Publicly Available,BIH,2001,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/65,5857,1
,Private,BIH,,Multiple Recall,Subnational,,,,,,,No,,269,
"Cardiovascular and metabolic syndrome risk assessment of Bolivian school children and adolescents: Relationships to obesity, diabetes, income, food intake and physical activity",,BOL,2005,FFQ,National,3445,,,,,,No,,72,1
,,BRA,2013,,National,71971,12,17,Male|Female,,In progress,No,,8058,1
SABE,Publicly Available,BRA,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/datadocumentation,6049,1
Survey of Living Conditions,Publicly Available,BRA,1997,,Subnational,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/277,5987,1
,Private,BRA,,Multiple Recall,Subnational,,,,,,,No,,14,
,Private,BRA,,Multiple Recall,National,,,,,,,No,,30,
,Private,BRA,,FFQ,Local,,,,,,,No,,297,
SABE,Publicly Available,BRB,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/datadocumentation,6048,1
,Available for Download,CAN,2015,,National,20483,1,95,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Seafood Omega-3 Fat|Plant Omega-3 Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Zinc,Harmonized,No,,8066,1
SABE,Publicly Available,CHL,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/datadocumentation,6050,1
,Private,CHL,,FFQ,National,,,,,,,No,,167,
CHNS,Publicly Available,CHN,2011,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6034,1
CHNS,Publicly Available,CHN,2009,FFQ,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6035,1
CHNS,Publicly Available,CHN,2006,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6033,1
CHNS,Publicly Available,CHN,2004,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6032,1
2002 China National Nutrition and Health Survey,,CHN,2002,Multiple Recall,National,,,,,,,No,,27,1
CHNS,Publicly Available,CHN,2000,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6031,1
CHNS,Publicly Available,CHN,1997,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6030,1
Heibei and Liaoning Living Standards Survey,Publicly Available,CHN,1995,,Subnational,,,,,,,No,https://datacatalog.worldbank.org/dataset/china-living-standards-survey-1995-1997,5867,1
CHNS,Publicly Available,CHN,1993,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6029,1
CHNS,Publicly Available,CHN,1991,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6028,1
CHNS,Publicly Available,CHN,1989,Other,National,,,,,,,No,https://www.cpc.unc.edu/projects/china/data/datasets,6027,1
Demographic and Health Survey Cote d'Ivoire 2005,Publicly Available,CIV,2005,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-231.cfm,5916,1
EnquÃªte Permanente AuprÃ¨s des MÃ©nages,Publicly Available,CIV,1988,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/82/study-description,5871,1
EnquÃªte Permanente AuprÃ¨s des MÃ©nages,Publicly Available,CIV,1987,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/c%C3%B4te-divoire-enqu%C3%AAte-permanente-aupr%C3%A8s-des-m%C3%A9nages-1987-1988-wave-3-panel,5870,1
EnquÃªte Permanente AuprÃ¨s des MÃ©nages,Publicly Available,CIV,1986,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/84/datafile/F33/V891,5869,1
EnquÃªte Permanente AuprÃ¨s des MÃ©nages,Publicly Available,CIV,1985,,National,,,,,,,No,https://datacatalog.worldbank.org/dataset/c%C3%B4te-divoire-enqu%C3%AAte-permanente-aupr%C3%A8s-des-m%C3%A9nages-1985-1986,5868,1
,Available for Download,COD,2014,,Local,214,16,34,Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,No,,8069,1
Global Student Based Student Health Survey 2011,Publicly Available,COK,2011,FFQ,National,1269,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,https://www.cdc.gov/gshs/countries/westpacific/cook_islands.htm,5186,1
STEP Cook Islands,Private,COK,2003,FFQ,National,1000,25,64,,,,No,,100038,100258
,Private,COL,,Multiple Recall,National,,,,,,,No,,36,
,Private,COL,,Multiple Recall,Local,,,,,,,No,,137,
,Private,COL,,FFQ,Local,,,,,,,No,,198,
CRELES Retirement (1945-1955),Publicly Available,CRI,2012,Biomarker,National,,,,,,,No,http://creles.berkeley.edu:1313/CRdata.pl,5979,1
CRELES Retirement (1945-1955),Publicly Available,CRI,2010,Biomarker,National,,,,,,,No,http://creles.berkeley.edu:1313/CRdata.pl,5978,1
CRELES Pre-1945,Publicly Available,CRI,2009,FFQ,National,,,,,,,No,http://www.creles.berkeley.edu/documentation.html,5971,1
CRELES Pre-1945,Publicly Available,CRI,2007,FFQ,National,,,,,,,No,http://www.creles.berkeley.edu/documentation.html,5970,1
CRELES Pre-1945,Publicly Available,CRI,2005,FFQ,National,,,,,,,No,http://www.creles.berkeley.edu/documentation.html,5969,1
SABE,Publicly Available,CUB,1999,FFQ,Local,,,,,,,No,https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3546/datadocumentation,6051,1
Global Student Based Student Health Survey 2007,Publicly Available,CYM,2007,FFQ,National,1288,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,No,https://www.cdc.gov/gshs/countries/americas/cayman.htm,5158,1
,,DEU,2015,Multiple Food Records,Local,559,0.94,19.200001,Male|Female,,In progress,No,,8035,2
,Available for Download,DEU,2008,Multiple Food Records,Local,921,1,10,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,Harmonized,No,,8035,1
Global Student Based Student Health Survey 2007,Publicly Available,DJI,2007,FFQ,National,,,,,,,No,https://www.who.int/ncds/surveillance/gshs/djibouti/en/,5218,1
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,DZA,2010,FFQ,Local,,,,,,,No,,46,1
Encuesta Nacional de Salud y Nutricion-Ecuador (ENSANUT-EC),Available for Download,ECU,2011,Single Recall,National,,,,,,Harmonized,No,,241,1
Carchi and Sucumbios Endline Survey,Publicly Available,ECU,2011,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YW4WIT,6003,1
Carchi and Sucumbios Baseline Survey,Publicly Available,ECU,2011,,Subnational,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YW4WIT,6012,1
Food Nutrition and Health,,ECU,2008,Multiple Recall,Local,,,,,,,No,,90,1
Food Consumption Measure among school children in the Imbabura province,,ECU,2008,FFQ,Local,,,,,,,No,,140,1
Encuesta Condiciones de Vida & Quinta Ronda,Publicly Available,ECU,2005,FFQ,National,,,,,,,No,http://anda.inec.gob.ec/anda/index.php/catalog/358/get_microdata,6037,1
Demographic and Health Survey Egypt 1992,Publicly Available,EGY,1992,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-45.cfm,5921,1
Demographic and Health Survey Egypt 1988,Publicly Available,EGY,1988,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-24.cfm,5920,1
,Available for Download,ESP,1998,,National,382,1,14,Male|Female,,Harmonized,No,,8041,1
,Private,ESP,,FFQ,Local,,,,,,,No,,99,7
,Private,ESP,,FFQ,Subnational,,,,,,,No,,132,
,Available for Download,EST,2013,|Multiple Food Records,National,4647,0.25,75,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc,Harmonized,No,,8008,1
Estonian National Dietary Survey,Private,EST,1997,Single Recall,National,1000,16,64,,,,No,,100052,100101
Estonian National Dietary Survey,Private,EST,1997,Single Recall,National,1000,19,64,,,,No,,100052,100102
Estonian National Dietary Survey,Publicly Available,EST,1997,Single Recall,National,1000,19,64,,,,No,,100052,100242
,Private,EST,,Single Recall,National,,,,,,,No,,29,
,Private,EST,,FFQ,Local,,,,,,,No,,99,4
Ethiopian Rural Socioeconomic Survey 2014,Publicly Available,ETH,2013,Single Recall,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2247,5014,1
Ethiopian Rural Socioeconomic Survey 2013,Publicly Available,ETH,2013,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2247,5999,1
,Available for Download,ETH,2013,,Subnational,323,18,45,Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Zinc,Harmonized,No,,8078,1
,Available for Download,ETH,2013,Single Food Record,Subnational,434,0.25,48,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Calcium|Iron|Zinc,Harmonized,No,,8081,1
Africa RISING Baseline,Publicly Available,ETH,2012,,9 MISSING,,,,,,,No,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/H6RWOO,6005,1
Ethiopian Rural Socioeconomic Survey 2011-2012,Publicly Available,ETH,2011,Single Recall,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2053,5013,1
"World Health Survey, Ethiopia-2003",Private,ETH,2006,FFQ,Subnational,1000,25,64,,,,No,,100053,100263
,Private,ETH,,FFQ,Local,,,,,,,No,,286,
,,FIN,2015,Multiple Food Records,Subnational,864,3,6,Male|Female,,In progress,No,,8139,1
FINDIET 2007,Private,FIN,2007,Multiple Recall,National,1000,19,100,,,,No,,100061,100105
,Private,FIN,,Single Recall,National,,,,,,,No,,12,
Fiji Non-Communicable Disease (NCD) STEPS Survey 2002,Private,FJI,2002,FFQ,National,1000,15,64,,,,No,,100054,100264
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,FRA,2010,FFQ,Local,,,,,,,No,,46,2
Etude nationale nutrition santÃ© (ENNS); National Nutrition and Health survey,Private,FRA,2006,Multiple Recall,National,1000,3,74,,,,No,,100063,100023
,Private,FRA,,FFQ,Local,,,,,,,No,,99,3
,Private,GAB,,Multiple Recall,Local,,,,,,,No,,80,
NDNS,Publicly Available,GBR,2008,Other,National,,,,,,,No,,5962,1
National Diet and Nutrition Survey: adults aged 19-64 years,Private,GBR,2000,Single Recall,National,1000,19,64,,,,No,,100245,100148
Health Behavior in School-Aged Children 1994,Publicly Available,GBR,1993,FFQ,National,,,,,,,No,,5689,1
Health Behavior in School-Aged Children 1990,Publicly Available,GBR,1989,FFQ,National,,,,,,,No,,5688,1
,Private,GBR,,FFQ,Local,,,,,,,No,,99,2
,Private,GBR,,FFQ,National,,,,,,,No,,190,
USAID Feed the Future,Publicly Available,GHA,2012,Other,National,,,,,,,No,https://www.usaid.gov/data/dataset/f722cc77-3e00-4a78-9211-90044db5740a,5980,1
Africa RISING Baseline,Publicly Available,GHA,2012,,9 MISSING,,,,,,,No,https://www.ifpri.org/country/ghana,6008,1
SAVELUGU-NANTON,Publicly Available,GHA,2004,,Subnational,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/75,6057,1
SAVELUGU-NANTON,Publicly Available,GHA,2001,,Subnational,,,,,,,No,http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/61,6056,1
Accra Food and Nutrition Survey,Publicly Available,GHA,1997,,Subnational,,,,,,,No,https://old.datahub.io/dataset/11164faa-47c1-4f1c-9e2a-39933ffb91bd,6024,1
Dietary and Serum Magnesium Levels as Indicators of the Metabolic Control of subjects with T2 Diabetes Mellitus,Available for Download,GRC,2015,FFQ,Local,,,,,,,No,,308,1
MGSD Gestational Diabetes in the Mediterranean Region,Available for Download,GRC,2010,FFQ,Local,,,,,,,No,,46,10
,Private,GRC,,FFQ,Local,,,,,,,No,,99,5
Health Behavior in School-Aged Children 2010,Publicly Available,GRL,2010,FFQ,National,1158,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,http://www.hbsc.org/,5299,1
Health Behavior in School-Aged Children 2006,Publicly Available,GRL,2006,FFQ,National,1321,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,http://www.hbsc.org/,5298,1
Inuit Health in Transition,Private,GRL,2005,FFQ,National,1000,20,89,,Fruits|Non-Starchy Vegetables|Total Processed Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Energy|Saturated Fat|Total Omega-6 Fatty Acids|Dietary Fiber|Total Milk|Fruits|Non-Starchy Vegetables|Total Processed Meats|Sugar-Sweetened Beverages|Fruit Juice|Total Energy|Saturated Fat|Total Omega-6 Fatty Acids|Dietary Fiber|Total Milk,,No,,100080,100045
Health Behavior in School-Aged Children 2002,Publicly Available,GRL,2001,FFQ,National,873,11.416667,17.25,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,No,http://www.hbsc.org/,5297,1
Health Behavior in School-Aged Children 1998,Publicly Available,GRL,1998,FFQ,National,1629,11.25,17.166666,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,No,http://www.hbsc.org/,5296,1
Health Behavior in School-Aged Children 1994,Publicly Available,GRL,1993,FFQ,National,1306,11.17,16.08,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,No,http://www.hbsc.org/,5295,1
,Available for Download,GTM,2014,,Local,222,17,33,Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,No,,8085,1
Encuesta Nacional de Condiciones de Vida,Publicly Available,GTM,2006,,National,,,,,,,No,http://www.ine.gob.gt/index.php/estadisticas/fuente-base-de-datos,5963,1
Encuesta Nacional sobre Condiciones de Vida,Publicly Available,GTM,2000,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/586,5964,1
Demographic and Health Survey Guatemala 1987,Publicly Available,GTM,1987,DHS Questionnaire,National,,,,,,,No,https://dhsprogram.com/what-we-do/survey/survey-display-9.cfm,5929,1
Living Standards Measurement Survey,Publicly Available,GUY,1993,,National,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/2319,5872,1
IFAD,Publicly Available,HND,1997,,9 MISSING,,,,,,,No,https://undatacatalog.org/dataset/ifad-activities-honduras,6018,1
Health Behavior in School-Aged Children 1994,Publicly Available,HUN,1993,FFQ,National,,,,,,,No,,5322,1
IFLS-Longitudinal 3,Publicly Available,IDN,2014,Biomarker,Subnational,,,,,,,No,https://www.rand.org/well-being/social-and-behavioral-policy/data/FLS/IFLS/access.html,5854,1
SEANUTS: South East Asian Nutrition Surveys,,IDN,2010,Single Recall,National,3600,,,,,,No,,115,1
IFLS-Longitudinal 5,Publicly Available,IDN,2007,Biomarker,Subnational,,,,,,,No,https://datacatalog.worldbank.org/dataset/indonesia-family-life-survey-2007,5856,1
Dietary Survey in Sumba,,IDN,2003,Single Recall,Local,,,,,,,No,,295,1
NHSS,Publicly Available,IDN,2003,,National,,,,,,,No,,5961,1
IFLS-Longitudinal 4,Publicly Available,IDN,2000,Biomarker,Subnational,,,,,,,No,https://datacatalog.worldbank.org/dataset/indonesia-family-life-survey-2000,5855,1
IFLS-Longitudinal 2,Publicly Available,IDN,1997,Biomarker,Subnational,,,,,,,No,https://datacatalog.worldbank.org/dataset/indonesia-family-life-survey-1997,5853,1
IFLS-Longitudinal 1,Publicly Available,IDN,1993,,Subnational,,,,,,,No,,5873,1
,Private,IDN,,FFQ,Local,,,,,,,No,,96,
,Private,IDN,,,Local,,,,,,,No,,113,
"Formative Research and Trials of Improved Practices for Infant & Young Child Feeding (IYCF), Hygiene Practices and Maternal Nutrition in Bihar",Available for Download,IND,2015,Multiple Recall,Subnational,,,,,,,No,,234,1
,Available for Download,IND,2014,,Local,242,16,33,Female,Total Energy|Total Carbohydrates|Total Protein|Saturated Fat|Monounsaturated Fat|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Zinc,Harmonized,No,,8088,1
Prevention of type 2 diabetes in women with pre-diabetes using vitamin D supplementation and lifestyle intervention in North India (PREVENT-WIN Study),Private,IND,2013,Single Recall,Local,134,,,,,,No,,172,1
,Available for Download,IND,2009,Single Recall,National,39719,0.5,99,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Zinc,Harmonized,No,,8089,1
,,IND,2007,Other,National,,,,,,,No,,100297,100345
Uttar Pradesh and Bihar Survey of Living Condition...,Publicly Available,IND,1997,,Subnational,,,,,,,No,http://microdata.worldbank.org/index.php/catalog/276,5988,1
,Private,IND,,FFQ,Local,,,,,,,No,,92,
,Private,IND,,Single Recall,Local,,,,,,,No,,100,
,Private,IND,,FFQ,Subnational,,,,,,,No,,124,
,Private,IND,,Multiple Recall,Local,,,,,,,No,,143,
,Private,IND,,Multiple Recall,Local,,,,,,,No,,242,
,Private,IND,,,Local,,,,,,,No,,276,
,Private,IND,,,Local,,,,,,,No,,292,
,Private,IND,,,Subnational,,,,,,,No,,300,
"Food insecurity prevalence and its related factors in households in Ahvaz, Iran",,IRN,2012,Single Recall,Subnational,,,,,,,No,,210,1
Tehran Lipid and Glucose Study,,IRN,2012,FFQ,Local,6530,,,,,,No,,220,3
Monika healthy heart women study,Available for Download,IRN,2011,FFQ,Local,,,,,,,No,,278,1
